LotArea,LotFrontage,LotShape,LotConfig,LandContour,LandSlope,Neighborhood,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,Fireplaces,FireplaceQu,GarageArea,GarageQual,GarageCond,WoodDeckSF,PoolArea,YrSold,SalePrice,AgeSinceRemod/Add,TotRms,PorchArea,LocationRank,OverallQualCond,ExterQualCond,BsmtQualCond,GarageQualCond
10320,60,Reg,Inside,Lvl,Gtl,IDOTRR,6,5,3,3,3,2,1138,4,1,2180,3,1,4,720,3,3,0,0,2007,161000,57,6,170,1,30,9,6,9
10603,69,IR1,Inside,Lvl,Gtl,NWAmes,6,7,3,3,3,3,1610,4,1,1610,4,2,3,480,3,3,168,0,2010,205000,9,7,68,3,42,9,9,9
4084,42,IR1,Inside,Lvl,Gtl,Timber,7,6,4,3,4,3,1277,4,1,1501,4,1,3,512,3,3,240,0,2008,241500,22,6,0,3,42,12,12,9
7943,61,Reg,Inside,Lvl,Gtl,Sawyer,4,5,3,2,3,3,1029,4,1,1029,3,0,0,261,3,3,64,0,2007,118500,46,6,39,1,20,6,9,9
6930,92,IR1,Inside,Lvl,Gtl,ClearCr,5,4,3,3,3,3,1062,5,1,1352,4,0,0,288,3,3,168,0,2006,130000,48,6,294,1,20,9,9,9
7200,60,Reg,Inside,Lvl,Gtl,OldTown,5,8,3,3,3,3,808,5,1,1072,3,2,4,379,3,3,0,0,2007,130000,57,4,0,2,40,9,9,9
16052,82,IR1,CulDSac,Lvl,Gtl,StoneBr,10,5,5,3,5,3,1850,5,1,2698,5,1,4,736,3,3,250,0,2006,535000,0,9,0,4,50,15,15,9
7150,65,Reg,Inside,Lvl,Gtl,Sawyer,5,6,3,3,3,3,912,4,1,912,3,0,0,252,3,3,0,0,2009,123000,47,6,0,1,30,9,9,9
6012,65,Reg,Corner,Lvl,Gtl,Edwards,4,5,3,2,0,0,0,3,0,1152,3,0,0,0,0,0,0,0,2008,82000,53,6,0,1,20,6,0,0
5350,53,Reg,Corner,Lvl,Gtl,OldTown,7,8,3,3,3,3,624,5,1,1450,3,0,0,288,3,3,0,0,2008,132000,43,5,192,2,56,9,9,9
5400,60,Reg,Corner,Lvl,Sev,OldTown,5,6,3,3,3,3,1073,5,1,1073,3,0,0,326,3,3,0,0,2006,108480,38,4,112,2,30,9,9,9
9535,69,IR1,Inside,Lvl,Gtl,Sawyer,5,5,3,3,3,3,1176,3,1,1458,3,1,3,512,3,3,284,0,2006,165000,39,7,0,1,25,9,9,9
7441,65,IR1,Inside,Lvl,Gtl,SawyerW,7,5,4,3,4,3,1461,5,1,1486,4,0,0,566,3,3,0,0,2007,181000,1,6,32,3,35,12,12,9
15400,88,Reg,Inside,Lvl,Gtl,Sawyer,5,5,3,3,3,4,552,3,1,1774,3,1,3,384,3,3,290,0,2009,165000,48,7,40,1,25,9,12,9
10544,68,IR1,Inside,Lvl,Mod,Mitchel,5,5,3,3,3,3,864,3,1,1479,3,0,0,275,3,3,287,0,2010,161000,41,8,280,2,25,9,9,9
10936,85,Reg,Corner,Lvl,Gtl,Somerst,8,5,4,3,4,3,1504,5,1,1504,4,0,0,510,3,3,144,0,2006,199000,0,6,0,4,40,12,12,9
11316,80,Reg,Corner,Lvl,Gtl,Timber,7,5,4,3,4,3,817,5,1,1894,4,1,4,510,3,3,0,0,2010,214900,7,9,40,3,35,12,12,9
8640,72,Reg,Inside,Lvl,Gtl,Somerst,8,5,4,3,4,3,1278,5,1,1278,4,0,0,584,3,3,0,0,2006,198600,0,5,60,4,40,12,12,9
12090,93,Reg,Corner,Lvl,Gtl,NoRidge,8,5,4,3,4,3,1141,4,1,2263,4,1,3,420,3,3,144,0,2006,258000,8,8,123,4,40,12,12,9
7939,69,Reg,Inside,Lvl,Gtl,SawyerW,7,5,3,3,5,3,1168,5,1,2787,3,2,3,820,3,3,312,0,2009,269500,9,16,0,3,35,9,15,9
7750,69,Reg,Inside,Lvl,Gtl,Gilbert,7,5,4,3,4,3,707,5,1,1414,4,1,4,403,3,3,100,0,2008,176000,6,7,35,2,35,12,12,9
9350,85,Reg,Inside,Lvl,Gtl,NAmes,6,7,3,3,4,3,1302,5,1,1302,4,0,0,309,3,3,333,0,2007,158000,16,7,0,2,42,9,12,9
7750,69,Reg,Inside,Lvl,Gtl,Gilbert,8,5,4,3,4,3,408,5,1,1419,4,1,3,527,3,3,120,0,2009,184100,7,8,0,2,40,12,12,9
13001,128,IR1,Inside,Lvl,Gtl,NWAmes,6,5,3,3,3,3,1625,3,1,1220,3,1,3,944,3,3,0,0,2007,170000,36,6,249,3,30,9,9,9
13607,69,IR1,Inside,Lvl,Gtl,Crawfor,6,6,3,4,3,3,572,4,1,1982,3,1,3,501,3,3,400,0,2009,208000,23,8,112,3,36,12,9,9
4435,69,Reg,Inside,Lvl,Gtl,CollgCr,6,5,4,3,4,3,848,5,1,848,4,0,0,420,3,3,140,0,2009,140000,6,4,0,3,30,12,12,9
3843,44,IR1,Inside,HLS,Mod,Crawfor,8,5,5,3,5,3,1596,5,1,1648,5,1,4,482,3,3,162,0,2009,230000,1,7,206,3,40,15,15,9
5950,65,IR1,Inside,HLS,Mod,StoneBr,8,5,4,3,4,3,1337,4,1,1337,4,1,3,462,3,3,0,0,2008,188500,19,6,227,4,40,12,12,9
12400,80,Reg,Inside,HLS,Mod,Crawfor,5,6,3,3,4,3,901,3,1,1717,3,1,4,410,3,3,0,0,2006,194000,56,5,113,3,30,9,12,9
10425,75,Reg,Inside,Lvl,Gtl,NAmes,5,5,3,3,3,3,1104,4,1,1104,3,0,0,384,3,3,0,0,2008,133000,50,6,0,2,25,9,9,9
16269,69,IR1,CulDSac,Lvl,Gtl,CollgCr,5,5,3,3,4,3,907,3,1,907,3,0,0,343,3,3,72,0,2009,140000,31,5,0,3,25,9,12,9
8998,68,IR1,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,782,5,1,1652,4,0,0,532,3,3,0,0,2008,207500,8,7,70,3,35,12,12,9
10400,80,Reg,Inside,Lvl,Gtl,NWAmes,6,7,3,3,3,3,932,4,1,2640,4,1,3,515,3,3,0,0,2009,256900,12,9,288,3,42,9,9,9
10134,60,Reg,Inside,Lvl,Gtl,OldTown,5,6,3,3,3,3,735,4,1,1034,3,0,0,240,3,3,0,0,2007,109000,57,4,39,2,30,9,9,9
7007,64,Reg,Inside,Bnk,Gtl,SawyerW,5,5,3,3,0,0,0,3,1,1513,3,0,0,400,3,3,0,0,2009,113722,30,8,0,3,25,9,0,9
11645,78,Reg,Inside,Lvl,Gtl,CollgCr,8,5,4,3,5,3,1498,5,1,1498,4,1,4,844,3,3,144,0,2009,237000,3,6,98,3,40,12,15,9
8250,60,Reg,Corner,Lvl,Gtl,NAmes,5,7,3,3,3,3,1053,4,1,1053,4,0,0,692,3,3,240,0,2007,142100,44,6,109,2,35,9,9,9
11027,69,IR1,Inside,Lvl,Gtl,NAmes,6,5,3,3,3,3,1178,4,1,1293,3,0,0,452,3,3,280,0,2006,149900,52,6,0,2,30,9,9,9
12350,95,Reg,Inside,Lvl,Gtl,NridgHt,9,5,5,3,5,3,2020,5,1,2020,5,1,4,896,3,3,192,0,2009,404000,1,7,98,4,45,15,15,9
18275,69,IR1,Inside,HLS,Gtl,NAmes,7,8,3,3,3,3,1438,3,1,2448,3,2,4,441,3,3,520,0,2006,277500,8,8,102,2,56,9,9,9
9206,77,Reg,Inside,Lvl,Gtl,SawyerW,6,5,4,3,4,3,741,3,1,1732,4,1,3,476,3,3,192,0,2010,178000,25,7,46,3,30,12,12,9
6240,48,Reg,Inside,Lvl,Gtl,NridgHt,8,5,4,3,4,3,1324,5,1,1324,4,1,4,550,3,3,192,0,2009,254000,3,6,38,4,40,12,12,9
9656,68,Reg,Inside,Lvl,Gtl,OldTown,2,2,3,2,2,2,678,3,0,832,3,1,4,780,2,2,0,0,2010,12789,40,4,0,2,4,6,4,4
7875,63,Reg,Inside,Lvl,Gtl,Gilbert,7,5,3,3,4,4,1237,4,1,1253,3,1,3,402,3,3,220,0,2007,176000,11,6,21,2,35,9,16,9
16259,111,Reg,Corner,Lvl,Gtl,NridgHt,9,5,3,3,5,4,1249,5,1,2596,4,0,0,840,3,3,240,0,2006,342643,0,9,154,4,45,9,20,9
6173,69,IR1,Inside,Lvl,Gtl,Sawyer,5,6,3,3,3,3,876,3,1,902,3,0,0,288,3,3,0,0,2007,125500,40,5,0,1,30,9,9,9
12890,75,IR1,Inside,Lvl,Gtl,Timber,6,5,3,3,4,3,1495,5,1,1495,3,1,3,438,3,3,252,0,2008,150000,19,6,192,3,30,9,12,9
10440,84,Reg,Corner,Lvl,Gtl,Somerst,8,5,5,3,4,3,1574,5,1,1584,5,1,4,594,3,3,0,0,2007,261329,0,5,256,4,40,15,12,9
7500,63,Reg,Inside,Lvl,Gtl,SawyerW,7,5,3,3,4,3,1080,5,1,1080,4,0,0,0,0,0,0,0,2008,141000,3,6,0,3,35,9,12,0
9532,75,Reg,Inside,Lvl,Gtl,NAmes,4,6,3,3,3,3,1105,4,1,1647,3,1,2,280,3,3,225,368,2007,153000,54,6,0,2,24,9,9,9
3922,53,Reg,Inside,Lvl,Gtl,Blmngtn,7,5,4,3,5,3,1258,5,1,1258,4,1,4,648,3,3,144,0,2007,172500,0,5,16,4,35,12,15,9
8730,60,Reg,Inside,Lvl,Gtl,BrkSide,6,7,3,3,3,3,698,5,1,1396,3,0,0,384,3,3,0,0,2007,153575,4,5,259,2,42,9,9,9
6060,60,Reg,Inside,Lvl,Gtl,IDOTRR,5,9,4,3,3,3,837,5,1,1001,4,0,0,216,3,1,154,0,2007,124900,0,4,128,1,45,12,9,3
14450,107,Reg,Inside,Lvl,Gtl,NridgHt,9,5,5,3,5,3,2121,5,1,2121,5,1,5,732,3,3,124,0,2007,415298,0,7,240,4,45,15,15,9
5400,60,Reg,Inside,Lvl,Gtl,OldTown,6,6,2,3,3,3,972,5,1,1480,3,0,0,207,2,3,0,0,2009,119000,59,5,176,2,36,6,9,6
10000,85,Reg,Inside,Lvl,Gtl,Somerst,8,5,4,3,4,4,1588,5,1,1588,4,1,4,825,3,3,144,0,2007,227000,1,6,45,4,40,12,16,9
10007,72,IR1,Inside,Lvl,Gtl,NAmes,5,7,4,3,3,3,1053,5,1,1053,4,0,0,312,3,3,0,0,2008,145500,2,7,0,2,35,12,9,9
7830,52,Reg,Inside,Lvl,Gtl,OldTown,3,5,3,3,2,3,492,3,1,492,3,0,0,200,2,3,0,0,2006,61500,56,4,78,2,15,9,6,6
11727,90,Reg,Corner,Lvl,Gtl,NAmes,7,6,3,4,3,3,1851,4,1,1851,3,1,3,506,3,3,0,0,2006,192100,37,6,146,2,42,12,9,9
10320,60,Reg,Inside,Bnk,Gtl,IDOTRR,6,7,3,4,3,3,698,5,1,1403,3,0,0,308,3,3,0,0,2009,116000,44,7,288,1,42,12,9,9
10482,65,Reg,Inside,Lvl,Gtl,NAmes,6,8,3,4,3,3,588,5,1,1138,3,0,0,264,3,3,224,0,2007,145000,49,6,0,2,48,12,9,9
15274,110,IR1,Corner,Lvl,Gtl,NridgHt,9,5,4,3,5,3,2452,5,1,2452,5,1,4,886,3,3,0,0,2009,445000,6,8,116,4,45,12,15,9
8800,61,IR1,Inside,Lvl,Gtl,CollgCr,5,7,3,3,4,3,1040,3,1,1040,4,0,0,484,3,3,0,0,2009,150500,1,6,288,3,35,9,12,9
10000,75,IR1,Corner,Lvl,Gtl,Gilbert,6,5,3,3,4,3,763,4,1,1655,3,1,3,440,3,3,157,0,2010,175900,16,7,84,2,30,9,12,9
10140,78,Reg,Inside,Lvl,Gtl,NWAmes,6,6,3,3,3,3,1116,5,1,1116,3,1,3,528,3,3,0,0,2009,167900,35,7,0,3,36,9,9,9
14054,58,IR1,Inside,Lvl,Gtl,Gilbert,7,5,4,3,4,3,879,5,1,1863,4,1,4,660,3,3,100,0,2006,219210,0,8,17,2,35,12,12,9
11218,70,Reg,Inside,Lvl,Gtl,SawyerW,6,5,4,3,4,3,1055,5,1,1845,4,1,3,462,3,3,635,0,2010,189000,18,7,104,3,30,12,12,9
8856,74,Reg,Inside,Lvl,Gtl,NAmes,5,4,3,3,3,3,1176,3,1,1176,3,2,4,292,3,3,0,0,2008,136500,51,6,183,2,20,9,9,9
7800,65,Reg,Inside,Lvl,Gtl,Sawyer,5,7,3,3,3,3,864,5,1,892,4,0,0,416,3,3,0,0,2010,137900,2,6,0,1,35,9,9,9
7200,60,Reg,Inside,Lvl,Gtl,OldTown,5,4,3,3,3,3,1022,3,0,1022,3,0,0,280,3,3,0,0,2009,85000,3,5,256,2,20,9,9,9
10680,89,Reg,Inside,Lvl,Gtl,NAmes,5,3,3,3,3,2,2136,3,0,2136,3,0,0,528,3,3,0,0,2006,137900,55,7,30,2,15,9,6,9
9535,59,IR1,Inside,Lvl,Gtl,Gilbert,6,5,3,3,4,3,926,5,1,1604,3,0,0,472,3,3,100,0,2008,195500,10,7,82,2,30,9,12,9
6858,66,Reg,Corner,Bnk,Gtl,SWISU,6,4,3,3,4,3,806,3,0,1647,2,0,0,216,3,3,0,0,2010,128000,60,8,202,1,24,9,12,9
8100,75,Reg,Inside,Lvl,Gtl,Sawyer,5,8,3,4,3,3,864,5,1,864,4,1,3,420,3,3,132,0,2008,135000,1,6,0,1,40,12,9,9
9216,69,IR1,Inside,Lvl,Gtl,CollgCr,5,6,3,3,3,3,1076,3,1,1076,3,1,2,576,3,3,0,0,2008,143195,33,6,0,3,30,9,9,9
9100,50,Reg,Inside,Lvl,Gtl,BrkSide,5,6,3,3,3,3,742,3,1,935,3,0,0,308,3,3,0,0,2008,79500,48,4,0,2,30,9,9,9
12774,67,Reg,FR2,Lvl,Gtl,SawyerW,7,5,4,3,4,3,835,5,1,1663,4,0,0,478,3,3,168,0,2008,192500,4,7,68,3,35,12,12,9
6000,50,Reg,Inside,Lvl,Gtl,OldTown,5,7,3,5,3,3,768,3,1,1328,3,0,0,308,3,3,0,0,2009,129500,39,6,12,2,35,15,9,9
10364,69,IR1,Inside,Lvl,Gtl,Gilbert,6,5,3,3,4,3,806,4,1,1572,3,1,3,373,3,3,0,0,2007,168000,11,7,40,2,30,9,12,9
6000,50,Reg,Inside,Lvl,Gtl,BrkSide,6,5,3,3,3,3,739,5,1,1342,3,1,4,240,3,3,0,0,2008,105000,58,6,0,2,30,9,9,9
10530,69,IR1,Corner,Lvl,Gtl,NAmes,6,5,3,3,3,3,981,3,1,981,3,0,0,576,3,3,0,0,2007,143250,36,7,352,2,30,9,9,9
9525,75,Reg,Inside,Lvl,Gtl,CollgCr,5,6,3,3,4,3,1099,5,1,1099,4,0,0,352,3,3,278,0,2008,144000,2,6,0,3,30,9,12,9
8880,69,IR1,Inside,Lvl,Gtl,SawyerW,7,5,4,3,4,3,948,5,1,2110,4,2,2,463,3,3,0,0,2010,205000,8,8,130,3,35,12,12,9
8410,82,IR1,Corner,Lvl,Gtl,Mitchel,6,6,3,3,4,3,970,3,1,1026,3,1,1,528,3,3,193,0,2007,143000,33,5,0,2,36,9,12,9
4385,42,IR1,Inside,Lvl,Gtl,Somerst,9,5,4,3,5,3,1419,5,1,1419,5,1,3,588,3,3,155,0,2008,290000,7,6,58,4,45,12,15,9
12919,100,IR1,Inside,Lvl,Gtl,NridgHt,9,5,5,3,5,3,2330,5,1,2364,5,2,4,820,3,3,0,0,2010,611657,0,7,67,4,45,15,15,9
12464,82,IR2,Corner,Low,Mod,CollgCr,5,5,3,4,4,3,1040,4,1,1040,4,0,0,576,3,3,168,0,2009,152000,13,6,0,3,25,12,12,9
5005,43,IR1,Inside,HLS,Gtl,StoneBr,8,5,4,3,4,3,1280,5,1,1280,4,0,0,506,3,3,0,0,2010,191500,18,5,226,4,40,12,12,9
9591,76,Reg,Inside,Lvl,Gtl,NridgHt,8,5,4,3,5,3,1143,5,1,2473,4,1,4,852,3,3,192,0,2007,317000,2,8,151,4,40,12,15,9
6960,70,Reg,Inside,Lvl,Gtl,Sawyer,7,8,3,3,3,3,680,5,1,1302,4,2,4,224,3,3,0,0,2007,165250,9,5,126,1,56,9,9,9
9825,75,Reg,Inside,Lvl,Gtl,Edwards,5,5,3,3,3,3,1092,3,1,1092,3,0,0,264,3,3,259,0,2008,123000,42,5,161,1,25,9,9,9
14175,88,Reg,Inside,Lvl,Gtl,Sawyer,6,8,3,3,3,4,988,3,1,1188,3,1,3,621,3,3,102,0,2008,185000,52,4,320,1,48,9,12,9
7400,74,Reg,Corner,Lvl,Gtl,NAmes,7,6,3,3,3,3,1045,4,1,1045,3,0,0,528,3,3,0,0,2006,120000,44,6,0,2,42,9,9,9
10738,88,IR1,Corner,Lvl,Gtl,NWAmes,6,7,3,3,3,3,1093,4,1,1093,3,1,2,484,3,3,224,0,2007,158500,41,7,0,3,42,9,9,9
8366,65,IR1,Inside,Lvl,Gtl,SawyerW,6,5,4,3,4,3,798,5,1,1640,4,0,0,520,3,3,138,0,2008,173000,4,7,45,3,30,12,12,9
9842,70,Reg,FR2,Lvl,Gtl,NAmes,4,5,3,3,0,0,0,3,1,1224,3,0,0,462,3,3,0,0,2007,101800,45,6,0,2,20,9,0,9
7200,60,Reg,Inside,Lvl,Gtl,SWISU,7,9,4,4,4,4,560,5,1,1135,4,0,0,576,3,3,256,0,2009,155000,2,6,0,1,63,16,16,9
10230,60,Reg,Inside,Lvl,Gtl,OldTown,5,7,3,3,3,3,1054,5,1,1078,5,0,0,264,3,3,0,0,2009,125000,59,5,112,2,35,9,9,9
8626,52,Reg,Inside,Lvl,Gtl,OldTown,4,6,3,3,0,0,0,4,1,968,3,0,0,331,2,3,0,0,2007,104500,51,4,0,2,24,9,0,6
8834,74,Reg,Inside,Lvl,Gtl,NridgHt,9,5,4,3,5,3,1462,5,1,2224,5,1,4,738,3,3,184,0,2009,350000,4,9,0,4,45,12,15,9
8544,60,Reg,Inside,Lvl,Gtl,NAmes,3,4,3,3,0,0,0,4,0,1040,3,0,0,400,3,3,0,0,2006,93500,56,6,0,2,12,9,0,9
9179,68,IR1,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,873,5,1,1790,4,0,0,588,3,3,0,0,2008,193000,9,8,88,3,35,12,12,9
11526,79,IR1,Inside,Bnk,Mod,Crawfor,6,7,3,3,5,3,588,2,1,2555,3,1,4,672,3,3,431,0,2008,191000,14,6,0,3,42,9,15,9
5684,70,Reg,Inside,Lvl,Gtl,OldTown,6,8,3,3,3,3,813,5,1,813,4,0,0,270,2,2,0,0,2006,110000,1,4,113,2,48,9,9,4
11885,69,Reg,Inside,Lvl,Gtl,CollgCr,8,5,4,3,4,3,1299,5,1,1872,5,1,3,531,3,3,160,0,2009,261500,8,8,122,3,40,12,12,9
9600,80,Reg,Inside,Lvl,Gtl,NAmes,5,6,3,3,3,3,1050,4,1,1050,3,0,0,338,3,3,0,0,2009,128900,53,4,0,2,30,9,9,9
17242,114,IR1,Inside,Lvl,Gtl,NoRidge,9,5,4,4,5,3,1733,5,1,3500,5,1,3,959,3,3,870,0,2006,584500,12,10,296,4,45,16,15,9
10215,75,Reg,Inside,Bnk,Gtl,Edwards,4,5,3,3,3,3,864,5,1,948,3,0,0,248,3,3,0,0,2007,111000,53,5,0,1,20,9,9,9
8550,60,Reg,Inside,Lvl,Gtl,BrkSide,5,5,3,3,2,3,750,3,1,1316,3,0,0,576,3,3,0,0,2007,90000,57,6,0,2,25,9,6,9
18450,69,IR1,Inside,Lvl,Gtl,NAmes,6,5,3,4,4,3,1021,3,1,2380,3,1,1,596,3,3,0,0,2007,129000,28,7,265,2,30,12,12,9
14778,69,IR1,CulDSac,Low,Gtl,Crawfor,6,7,4,3,3,3,1296,5,1,1640,4,1,4,924,3,3,108,0,2008,224000,2,6,216,3,42,12,9,9
3180,30,Reg,Inside,Lvl,Gtl,Somerst,6,5,4,3,4,3,600,5,1,1200,4,0,0,480,3,3,0,0,2008,165000,3,7,166,4,30,12,12,9
3068,52,Reg,Inside,Lvl,Gtl,OldTown,6,8,3,4,3,3,662,5,1,1324,3,0,0,180,3,3,0,0,2010,122000,17,6,112,2,48,12,9,9
8298,68,IR1,Inside,HLS,Gtl,Timber,8,5,4,3,4,3,1546,5,1,1564,5,1,4,502,3,3,132,0,2007,267300,0,5,0,3,40,12,12,9
13518,104,Reg,Inside,Lvl,Gtl,NridgHt,9,5,5,3,5,3,1926,5,1,3140,5,2,4,820,3,3,144,0,2009,485000,0,9,78,4,45,15,15,9
33120,90,IR3,Inside,Lvl,Gtl,OldTown,6,5,3,3,3,3,1595,3,1,2486,3,1,4,576,3,3,0,0,2006,220000,44,8,0,2,30,9,9,9
13142,69,IR1,Corner,Lvl,Gtl,CollgCr,6,5,3,3,4,3,864,5,1,1771,4,0,0,600,3,3,0,0,2008,215700,11,8,96,3,30,9,12,9
11362,107,IR1,Inside,Lvl,Gtl,NridgHt,8,5,4,3,5,3,1836,5,1,1836,4,1,4,862,3,3,125,0,2009,280000,4,7,185,4,40,12,15,9
10845,92,IR1,Corner,Lvl,Gtl,NridgHt,8,5,4,3,4,3,1603,5,1,1575,4,1,3,732,3,3,216,0,2008,284000,4,6,28,4,40,12,12,9
1936,21,Reg,Inside,Lvl,Gtl,MeadowV,4,6,3,3,4,3,630,4,1,630,3,0,0,0,0,0,0,0,2007,84500,37,4,0,1,24,9,12,0
9760,80,Reg,Inside,Lvl,Mod,NAmes,6,7,3,3,3,3,1395,3,1,1395,3,1,3,440,3,3,657,0,2010,192000,26,5,353,2,42,9,9,9
3960,66,Reg,Inside,Lvl,Gtl,OldTown,7,8,3,3,3,3,502,3,0,1004,4,1,1,200,2,3,280,0,2006,105000,56,4,68,2,56,9,9,6
9100,70,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,1860,5,1,1836,4,1,4,484,3,3,120,0,2006,216837,1,6,33,3,35,12,12,9
9600,80,Reg,Inside,Lvl,Gtl,NAmes,5,6,2,2,3,3,1296,3,1,1496,4,0,0,450,3,3,0,0,2008,141500,48,6,22,2,30,4,9,9
9764,57,IR1,FR2,Lvl,Gtl,Sawyer,5,7,3,3,3,3,894,5,1,894,4,0,0,450,3,3,0,0,2008,130000,5,6,0,1,35,9,9,9
8430,60,Reg,Inside,HLS,Mod,CollgCr,5,5,3,3,4,3,1040,3,1,1040,3,0,0,0,0,0,0,0,2009,124000,31,6,0,3,25,9,12,0
12778,66,Reg,Inside,Lvl,Gtl,NAmes,5,6,3,3,3,3,1008,5,1,1008,3,0,0,280,3,3,0,0,2006,139500,3,5,154,2,30,9,9,9
8172,60,Reg,Inside,HLS,Gtl,Edwards,4,5,3,3,3,3,864,3,1,864,3,0,0,528,3,3,196,0,2007,79275,52,6,0,1,20,9,9,9
9037,64,IR1,Inside,HLS,Gtl,Timber,8,5,4,3,4,3,1476,5,1,1484,5,1,4,472,3,3,120,0,2007,265900,1,5,33,3,40,12,12,9
6292,52,Reg,Inside,Bnk,Gtl,SWISU,6,5,3,3,4,3,768,3,0,790,3,0,0,160,2,3,0,0,2008,91000,58,4,141,1,30,9,12,6
11900,85,Reg,Inside,Lvl,Gtl,Gilbert,5,6,3,3,4,3,1122,5,1,1934,3,1,3,567,3,3,0,0,2009,185000,32,8,376,2,30,9,12,9
7945,70,Reg,Inside,Lvl,Gtl,NAmes,5,6,3,3,3,3,1150,5,1,1150,3,0,0,300,3,3,0,0,2006,141000,47,6,0,2,30,9,9,9
16659,134,IR1,Corner,Lvl,Gtl,NridgHt,8,5,4,3,4,3,1582,5,1,2152,4,1,4,728,3,3,0,0,2007,260116,-1,7,368,4,40,12,12,9
9340,50,Reg,Inside,Lvl,Gtl,Edwards,4,6,3,3,3,3,672,3,1,672,3,0,0,234,3,3,0,0,2009,113000,59,5,113,1,24,9,9,9
11454,69,IR2,Corner,Lvl,Gtl,SawyerW,8,5,4,3,4,3,1401,5,1,1511,4,1,2,811,3,3,168,0,2008,225000,13,7,42,3,40,12,12,9
8480,80,Reg,Corner,Lvl,Gtl,NAmes,5,6,3,4,3,3,793,3,1,793,2,0,0,240,3,3,0,0,2009,113000,59,5,0,2,30,12,9,9
6305,65,Reg,Inside,Lvl,Gtl,Edwards,6,6,3,3,3,3,1008,3,1,1096,3,1,2,352,3,3,0,0,2010,125200,35,6,0,1,36,9,9,9
9709,82,IR1,Inside,Lvl,Gtl,NridgHt,8,5,5,3,5,3,918,5,1,2100,5,2,4,786,3,3,172,0,2007,319500,0,8,104,4,40,15,15,9
10930,60,Reg,Inside,Bnk,Gtl,NAmes,5,6,3,3,3,3,913,3,1,1558,3,1,3,288,3,3,0,0,2008,140000,58,7,0,2,30,9,9,9
50102,69,IR1,Inside,Low,Mod,Timber,6,5,3,3,4,3,1632,3,1,1650,3,2,4,518,3,3,0,0,2006,250764,48,5,138,3,30,9,12,9
8899,74,Reg,Inside,Lvl,Gtl,NridgHt,8,5,5,3,4,3,948,5,1,2088,4,1,4,656,3,3,100,0,2008,250000,1,8,24,4,40,15,12,9
10237,65,Reg,Inside,Lvl,Gtl,Gilbert,6,5,4,3,4,3,768,5,1,1536,4,1,4,400,3,3,100,0,2007,176000,1,7,38,2,30,12,12,9
9736,80,Reg,Inside,Lvl,Gtl,NAmes,6,6,3,3,3,3,1331,4,1,1721,3,3,3,464,3,3,0,0,2007,174850,38,6,0,2,36,9,9,9
2364,24,Reg,Inside,Lvl,Gtl,NPkVill,6,5,3,3,4,3,804,3,1,1548,3,1,3,440,3,3,108,0,2009,147000,31,8,0,2,30,9,12,9
7892,55,Reg,Inside,Lvl,Gtl,SawyerW,6,5,3,3,4,3,918,3,1,918,3,1,3,264,3,3,28,0,2010,99500,31,5,0,3,30,9,12,9
12350,95,Reg,Inside,Lvl,Gtl,NridgHt,9,5,4,3,5,3,1365,5,1,2690,5,1,4,864,3,3,0,0,2009,398800,0,8,197,4,45,12,15,9
7917,62,Reg,Inside,Lvl,Gtl,Gilbert,6,5,3,3,4,3,953,5,1,1647,3,1,3,460,3,3,0,0,2007,175000,7,7,40,2,30,9,12,9
7200,60,Reg,Inside,Lvl,Gtl,NAmes,5,7,3,3,3,3,825,3,1,825,3,0,0,350,3,3,0,0,2008,109500,54,5,0,2,35,9,9,9
12155,69,IR3,Inside,Lvl,Gtl,NAmes,6,3,3,3,4,3,1657,4,1,1657,3,1,3,484,3,3,0,0,2007,163500,37,7,147,2,18,9,12,9
7446,69,Reg,Corner,Lvl,Gtl,BrkSide,4,5,3,3,3,3,788,3,1,788,3,2,3,0,0,0,0,0,2006,100000,56,4,0,2,20,9,9,0
11025,105,Reg,Inside,HLS,Mod,NoRidge,8,5,4,3,5,3,1334,5,1,2826,4,3,3,888,3,3,177,0,2006,334000,13,8,394,4,40,12,15,9
7832,65,Reg,Inside,Lvl,Gtl,Sawyer,5,5,3,3,3,3,864,5,1,864,3,0,0,280,3,3,226,0,2010,137250,42,5,0,1,25,9,9,9
19378,134,IR1,Corner,HLS,Gtl,Gilbert,7,5,4,3,4,3,1392,5,1,2462,4,1,4,576,3,3,239,0,2006,320000,0,9,300,2,35,12,12,9
9830,69,IR1,Corner,Lvl,Gtl,NAmes,5,7,3,4,3,3,1063,5,1,1287,4,1,4,576,3,3,364,0,2010,162000,4,6,199,2,35,12,9,9
4403,69,IR2,Inside,Lvl,Gtl,Somerst,7,5,5,3,5,3,1470,5,1,1478,4,1,4,484,3,3,0,0,2010,222000,1,7,144,4,35,15,15,9
8174,69,IR1,Inside,Lvl,Gtl,Gilbert,7,5,4,3,4,3,698,5,1,1342,4,1,3,393,3,3,100,0,2009,178000,6,8,56,2,35,12,12,9
